OriginAirportName,DestAirportName,AverageArrivalDelay
Cleveland-Hopkins International,Raleigh-Durham International,-7.2
Tampa International,Memphis International,-7.222222222222222
Philadelphia International,Jacksonville International,-7.230769230769231
Kansas City International,Salt Lake City International,-7.233333333333333
Washington Dulles International,Salt Lake City International,-7.25
Ontario International,Portland International,-7.290322580645161
Richmond International,Orlando International,-7.295454545454546
Cleveland-Hopkins International,McCarran International,-7.35
LaGuardia,William P Hobby,-7.354838709677419
Bradley International,Denver International,-7.375
Newark Liberty International,Honolulu International,-7.384615384615385
Seattle/Tacoma International,Orlando International,-7.387096774193548
Cleveland-Hopkins International,Portland International,-7.4
Logan International,Austin - Bergstrom International,-7.421052631578948
Portland International,Austin - Bergstrom International,-7.454545454545454
Minneapolis-St Paul International,McCarran International,-7.471074380165289
Bradley International,Ronald Reagan Washington National,-7.5
George Bush Intercontinental/Houston,Luis Munoz Marin International,-7.5
Will Rogers World,Washington Dulles International,-7.5
William P Hobby,Ronald Reagan Washington National,-7.526315789473684
John F. Kennedy International,Seattle/Tacoma International,-7.531746031746032
Memphis International,Pittsburgh International,-7.541666666666667
Raleigh-Durham International,Detroit Metro Wayne County,-7.549295774647887
Minneapolis-St Paul International,Southwest Florida International,-7.56
Miami International,San Diego International,-7.5625
Richmond International,John F. Kennedy International,-7.6
Minneapolis-St Paul International,Tampa International,-7.619047619047619
Jacksonville International,McCarran International,-7.666666666666667
Albuquerque International Sunport,Minneapolis-St Paul International,-7.722222222222222
Minneapolis-St Paul International,John Wayne Airport-Orange County,-7.730769230769231
Ted Stevens Anchorage International,Minneapolis-St Paul International,-7.762711864406779
Tucson International,Salt Lake City International,-7.768115942028985
Richmond International,Cincinnati/Northern Kentucky International,-7.7894736842105265
Louis Armstrong New Orleans International,Minneapolis-St Paul International,-7.8
Raleigh-Durham International,Port Columbus International,-7.823529411764706
Southwest Florida International,Cincinnati/Northern Kentucky International,-7.869565217391305
Cleveland-Hopkins International,Southwest Florida International,-7.870967741935484
Minneapolis-St Paul International,Tucson International,-7.875
Tucson International,Seattle/Tacoma International,-7.923076923076923
Honolulu International,Hartsfield-Jackson Atlanta International,-8.0
Palm Beach International,Chicago Midway International,-8.0
Salt Lake City International,Indianapolis International,-8.0
Detroit Metro Wayne County,Salt Lake City International,-8.00900900900901
Norman Y. Mineta San Jose International,George Bush Intercontinental/Houston,-8.028571428571428
Minneapolis-St Paul International,Norman Y. Mineta San Jose International,-8.205128205128204
Pittsburgh International,Cincinnati/Northern Kentucky International,-8.23076923076923
Memphis International,McCarran International,-8.238095238095237
John Wayne Airport-Orange County,George Bush Intercontinental/Houston,-8.318181818181818
Los Angeles International,Indianapolis International,-8.411764705882353
Louisville International-Standiford Field,Washington Dulles International,-8.423076923076923
Detroit Metro Wayne County,Port Columbus International,-8.461538461538462
Honolulu International,Denver International,-8.571428571428571
Cincinnati/Northern Kentucky International,McCarran International,-8.588235294117647
Philadelphia International,Richmond International,-8.777777777777779
Memphis International,Miami International,-8.875
Hartsfield-Jackson Atlanta International,Sacramento International,-8.9
Raleigh-Durham International,McCarran International,-8.904761904761905
Jacksonville International,LaGuardia,-9.0
Cincinnati/Northern Kentucky International,Southwest Florida International,-9.05
Honolulu International,Salt Lake City International,-9.052631578947368
John F. Kennedy International,Long Beach Airport,-9.159090909090908
LaGuardia,Jacksonville International,-9.166666666666666
Indianapolis International,Los Angeles International,-9.176470588235293
Sacramento International,George Bush Intercontinental/Houston,-9.244897959183673
Raleigh-Durham International,Los Angeles International,-9.27659574468085
Pittsburgh International,McCarran International,-9.285714285714286
Bradley International,Southwest Florida International,-9.333333333333334
San Diego International,Cincinnati/Northern Kentucky International,-9.333333333333334
Portland International,Cleveland-Hopkins International,-9.363636363636363
Raleigh-Durham International,San Francisco International,-9.476190476190476
Ronald Reagan Washington National,Palm Beach International,-9.727272727272727
Luis Munoz Marin International,Chicago O'Hare International,-9.73913043478261
Lambert-St. Louis International,Salt Lake City International,-10.0
Bradley International,Minneapolis-St Paul International,-10.084745762711865
LaGuardia,Indianapolis International,-10.166666666666666
Port Columbus International,Cleveland-Hopkins International,-10.25
Detroit Metro Wayne County,Portland International,-10.272727272727273
McCarran International,Cincinnati/Northern Kentucky International,-10.277777777777779
Salt Lake City International,Washington Dulles International,-10.636363636363637
Port Columbus International,Detroit Metro Wayne County,-10.714285714285714
Pittsburgh International,Nashville International,-10.75
Metropolitan Oakland International,Kahului Airport,-10.826086956521738
Buffalo Niagara International,Cleveland-Hopkins International,-10.9
Raleigh-Durham International,Indianapolis International,-11.0
Eppley Airfield,Orlando International,-11.0
Washington Dulles International,Lambert-St. Louis International,-11.0
Jacksonville International,Cincinnati/Northern Kentucky International,-11.066666666666666
Ronald Reagan Washington National,McCarran International,-11.11111111111111
Port Columbus International,Raleigh-Durham International,-11.133333333333333
Memphis International,Lambert-St. Louis International,-11.142857142857142
Cleveland-Hopkins International,Ronald Reagan Washington National,-11.266666666666667
Portland International,Washington Dulles International,-11.35
San Diego International,Miami International,-11.61111111111111
Ronald Reagan Washington National,Luis Munoz Marin International,-11.619047619047619
Fort Lauderdale-Hollywood International,McCarran International,-11.8
Cleveland-Hopkins International,Austin - Bergstrom International,-12.0
Jacksonville International,Detroit Metro Wayne County,-12.166666666666666
Cleveland-Hopkins International,Seattle/Tacoma International,-12.2
Los Angeles International,Ted Stevens Anchorage International,-12.3125
Ted Stevens Anchorage International,Chicago O'Hare International,-12.461538461538462
John Wayne Airport-Orange County,Minneapolis-St Paul International,-12.612903225806452
Honolulu International,Ted Stevens Anchorage International,-12.764705882352942
Seattle/Tacoma International,Memphis International,-12.8
Newark Liberty International,John Wayne Airport-Orange County,-13.098039215686274
LaGuardia,Louisville International-Standiford Field,-13.619047619047619
Palm Beach International,Theodore Francis Green State,-14.0
Hartsfield-Jackson Atlanta International,Honolulu International,-14.28
Pittsburgh International,Cleveland-Hopkins International,-14.333333333333334
Orlando International,Seattle/Tacoma International,-14.423076923076923
Buffalo Niagara International,Minneapolis-St Paul International,-14.947368421052632
LaGuardia,Eppley Airfield,-15.0
Cleveland-Hopkins International,Luis Munoz Marin International,-15.0
Kahului Airport,Phoenix Sky Harbor International,-15.117647058823529
Fort Lauderdale-Hollywood International,Seattle/Tacoma International,-15.12
Austin - Bergstrom International,Cleveland-Hopkins International,-15.2
Kahului Airport,Ted Stevens Anchorage International,-16.0
Bradley International,Cleveland-Hopkins International,-17.0
Logan International,Port Columbus International,-17.0
Philadelphia International,Louisville International-Standiford Field,-17.4
Ronald Reagan Washington National,Seattle/Tacoma International,-18.355555555555554
Washington Dulles International,Honolulu International,-18.53846153846154
Phoenix Sky Harbor International,Cleveland-Hopkins International,-19.2
Cleveland-Hopkins International,Will Rogers World,-19.294117647058822
Ronald Reagan Washington National,William P Hobby,-19.625
Cleveland-Hopkins International,Phoenix Sky Harbor International,-19.7
Lambert-St. Louis International,Cleveland-Hopkins International,-20.0
Orlando International,San Diego International,-20.23076923076923
Eppley Airfield,LaGuardia,-22.2
Jacksonville International,Chicago Midway International,-22.727272727272727
